"","MVIR1HS101D0PBMC1RSQ1","MVIR1HS107D0PBMC1RSQ1","MVIR1HS109D0PBMC1RSQ1","MVIR1HS10D0PBMC1RSQ4","MVIR1HS111D0PBMC1RSQ1","MVIR1HS127D0PBMC1RSQ1","MVIR1HS130D0PBMC1RSQ1","MVIR1HS131D0PBMC1RSQ1","MVIR1HS143D0PBMC1RSQ1","MVIR1HS148D0PBMC1RSQ1","MVIR1HS149D0PBMC1RSQ1","MVIR1HS150D0PBMC1RSQ1","MVIR1HS151D0PBMC1RSQ1","MVIR1HS152D0PBMC1RSQ1","MVIR1HS154D0PBMC1RSQ1","MVIR1HS156D0PBMC1RSQ1","MVIR1HS157D0PBMC1RSQ1","MVIR1HS158D0PBMC1RSQ1","MVIR1HS161D0PBMC1RSQ1","MVIR1HS162D0PBMC1RSQ1","MVIR1HS165D0PBMC1RSQ1","MVIR1HS16D0PBMC1RSQ2","MVIR1HS170D0PBMC1RSQ1","MVIR1HS172D0PBMC1RSQ1","MVIR1HS175D0PBMC1RSQ1","MVIR1HS176D0PBMC1RSQ1","MVIR1HS185D0PBMC1RSQ1","MVIR1HS186D0PBMC1RSQ1","MVIR1HS187D0PBMC1RSQ1","MVIR1HS188D0PBMC1RSQ1","MVIR1HS191D0PBMC1RSQ1","MVIR1HS193D0PBMC1RSQ1","MVIR1HS194D0PBMC1RSQ1","MVIR1HS195D0PBMC1RSQ1","MVIR1HS196D0PBMC1RSQ1","MVIR1HS197D0PBMC1RSQ1","MVIR1HS199D0PBMC1RSQ1","MVIR1HS1D0PBMC1RSQ2","MVIR1HS200D0PBMC1RSQ1","MVIR1HS203D0PBMC1RSQ1","MVIR1HS204D0PBMC1RSQ1","MVIR1HS206D0PBMC1RSQ1","MVIR1HS207D0PBMC1RSQ1","MVIR1HS209D0PBMC1RSQ1","MVIR1HS211D0PBMC1RSQ1","MVIR1HS21D0PBMC1RSQ4","MVIR1HS224D0PBMC1RSQ1","MVIR1HS232D0PBMC1RSQ1","MVIR1HS233D0PBMC1RSQ1","MVIR1HS237D0PBMC1RSQ1","MVIR1HS23D0PBMC1RSQ1","MVIR1HS250D0PBMC1RSQ1","MVIR1HS253D0PBMC1RSQ1","MVIR1HS254D0PBMC1RSQ1","MVIR1HS256D0PBMC1RSQ1","MVIR1HS262D0PBMC1RSQ1","MVIR1HS265D0PBMC1RSQ1","MVIR1HS271D0PBMC1RSQ1","MVIR1HS283D0PBMC1RSQ1","MVIR1HS287D0PBMC1RSQ1","MVIR1HS288D0PBMC1RSQ1","MVIR1HS290D0PBMC1RSQ1","MVIR1HS292D0PBMC1RSQ1","MVIR1HS293D0PBMC1RSQ1","MVIR1HS294D0PBMC1RSQ1","MVIR1HS296D0PBMC1RSQ1","MVIR1HS304D0PBMC1RSQ1","MVIR1HS306D0PBMC1RSQ1","MVIR1HS313D0PBMC1RSQ1","MVIR1HS314D0PBMC1RSQ1","MVIR1HS315D0PBMC1RSQ1","MVIR1HS316D0PBMC1RSQ1","MVIR1HS317D0PBMC1RSQ1","MVIR1HS318D0PBMC1RSQ1","MVIR1HS31D0PBMC1RSQ1","MVIR1HS324D0PBMC1RSQ1","MVIR1HS326D0PBMC1RSQ1","MVIR1HS327D0PBMC1RSQ1","MVIR1HS328D0PBMC1RSQ1","MVIR1HS331D0PBMC1RSQ1","MVIR1HS340D0PBMC1RSQ1","MVIR1HS342D0PBMC1RSQ1","MVIR1HS343D0PBMC1RSQ1","MVIR1HS344D0PBMC1RSQ1","MVIR1HS345D0PBMC1RSQ1","MVIR1HS353D0PBMC1RSQ1","MVIR1HS38D0PBMC1RSQ4","MVIR1HS419D0PBMC1RSQ1","MVIR1HS43D0PBMC1RSQ1","MVIR1HS44D0PBMC1RSQ1","MVIR1HS450D0PBMC1RSQ1","MVIR1HS45D0PBMC1RSQ1","MVIR1HS47D0PBMC1RSQ1","MVIR1HS51D0PBMC1RSQ1","MVIR1HS52D0PBMC1RSQ1","MVIR1HS53D0PBMC1RSQ1","MVIR1HS57D0PBMC1RSQ1","MVIR1HS59D0PBMC1RSQ1","MVIR1HS60D0PBMC1RSQ1","MVIR1HS62D0PBMC1RSQ1","MVIR1HS64D0PBMC1RSQ1","MVIR1HS65D0PBMC1RSQ1","MVIR1HS66D0PBMC1RSQ1","MVIR1HS72D0PBMC1RSQ1","MVIR1HS76D0PBMC1RSQ1","MVIR1HS77D0PBMC1RSQ1","MVIR1HS78D0PBMC1RSQ1","MVIR1HS92D0PBMC1RSQ1","MVIR1HS93D0PBMC1RSQ1","MVIR1HS94D0PBMC1RSQ1","MVIR1HS95D0PBMC1RSQ1","MVIR1HS9D0PBMC1RSQ2"
"ENSG00000250189",6.610607079,6.15200024,6.883955361,6.225426479,6.573185811,5.234901474,8.312769226,7.024879097,8.050297176,5.234901474,7.744225843,5.590100939,6.251210128,5.234901474,6.50877604,5.573814933,5.700551503,5.234901474,6.900745973,5.861624477,5.739403034,5.949693389,5.546612186,5.647217448,5.45620362,5.234901474,5.234901474,5.866715258,5.234901474,5.234901474,6.00072513,5.49159737,5.482496791,5.234901474,5.489419883,5.887695471,5.234901474,7.531961967,5.234901474,5.583634858,5.789695451,5.575479056,5.234901474,5.234901474,5.636367722,6.76997334,5.234901474,5.234901474,5.234901474,5.234901474,5.234901474,5.234901474,5.234901474,5.234901474,5.234901474,5.501991061,5.502665271,5.234901474,5.234901474,5.591566119,5.234901474,5.730064612,5.234901474,5.234901474,5.234901474,5.439036348,5.234901474,5.234901474,5.234901474,5.234901474,5.83561996,5.44771735,5.766849797,5.234901474,6.427342791,5.234901474,5.234901474,5.234901474,5.234901474,5.234901474,5.234901474,6.819272566,5.234901474,5.234901474,5.234901474,5.234901474,6.821740385,5.77019244,7.419157125,7.220157142,5.775540093,7.314136558,7.317711033,7.527304385,7.973232597,8.366376028,6.66534085,8.278783842,8.121845808,8.046991517,7.465389671,6.572850928,7.836709782,5.905459705,6.877774599,5.767235034,6.642904939,6.313218022,6.779380165,7.243895223,6.674809521,6.579611562
"ENSG00000112294",7.978587925,7.87017515,8.205469716,7.476677318,8.269098731,7.995854538,7.737051457,8.057067821,7.110879083,8.90182433,8.115994965,8.341925847,7.629204152,8.299855226,8.98668736,7.740015888,8.807664191,7.551017061,8.086665445,7.254143517,7.200546564,6.775389156,7.89967722,7.500136502,7.98070036,7.375875569,6.268719117,8.582068961,7.894213615,11.56771973,8.67452883,7.614589691,8.003311539,9.477979104,7.532698511,9.271665119,9.142342748,8.27902585,7.693435101,8.03317766,6.367608313,8.078810305,8.481093822,7.088015452,9.377387758,8.014025119,7.962464999,7.764448145,8.396694301,9.43744025,11.73963049,7.627715032,7.845667804,7.945359393,7.285951591,7.54542707,8.178076825,7.447859379,7.712688608,6.829631557,7.177183882,7.509536304,7.524772509,7.804225238,7.378234246,7.641116052,7.634073351,9.374972258,7.532720971,7.53281871,7.933696191,8.194507064,8.493121593,6.571802914,8.423916671,7.345649562,7.392869508,7.78939457,8.516610932,7.398997677,6.832761301,8.993313772,8.647362017,7.193655195,7.774037262,8.827751097,9.718520688,7.20223487,8.396985831,8.187948948,8.607488273,9.314651962,9.605961,9.037287422,8.106907738,8.702318457,8.061870485,8.424527448,7.406361578,7.833919569,8.181966246,7.658008852,7.926103033,8.361128755,8.362577974,10.45487539,9.652735958,10.05745274,8.272511318,9.525101507,7.697213951,7.557026696
"ENSG00000150681",11.89702095,12.32938817,11.89015712,12.94693102,12.69096752,12.24338481,11.76774417,10.23791812,11.16999805,12.05308846,13.42308753,11.85507089,12.15085435,12.44513962,11.7430821,12.78477648,12.10685178,11.29205198,11.59979198,12.71042925,13.27211998,12.44735716,13.44481424,12.69214194,12.11217908,11.71551902,13.47803667,12.56270679,11.61413936,12.50125302,12.27514714,12.45612774,12.12616278,13.81122491,11.95636472,12.97848203,12.29970969,11.28692608,13.08706554,12.90007886,13.44646086,12.15471026,12.11124897,14.34628291,13.08309993,11.62647579,12.82546605,14.53371382,12.39088025,13.62415301,12.74875144,11.6234174,12.24581119,13.05177915,13.05814309,12.27464161,12.47586215,13.73185859,12.14136328,13.81281138,12.76561778,13.34162447,14.1912658,12.89249884,12.60787489,12.12251667,12.749867,12.51280174,12.81512803,12.76891785,11.98701867,11.65242239,11.55145974,13.19256171,11.36301566,11.43304752,12.41979725,12.44628802,11.50161111,11.87973815,12.6663366,10.17986898,13.06262833,12.3116477,14.49295806,13.19508492,12.04738689,12.46033913,12.64590879,11.54094616,12.37204805,12.94079251,10.97648294,10.41373837,10.9786777,10.71515608,11.71905064,11.00095778,12.32122995,12.21605053,11.61917571,11.71646812,9.796389057,13.49098429,11.41011902,10.95717959,11.29559379,11.12350848,10.78660473,12.53765992,11.55438553,11.108143
"ENSG00000204524",8.867550071,8.537419107,7.832959568,6.946006631,8.045642936,6.741388235,8.871216274,8.50488158,8.744778476,9.632166043,9.57580069,7.060966418,7.431144264,6.48711975,7.865409106,7.024466951,7.335494744,7.100838056,8.974496266,6.753469541,6.988125909,6.106026719,7.216544556,7.100608945,7.126680405,6.972726487,6.802430706,7.216924911,6.475757954,6.122816149,6.532765507,6.949674164,6.833232009,6.124923468,6.470987818,7.712337856,6.907404812,6.91395841,7.205189082,7.042664653,7.024597321,6.884248967,6.520384902,6.833761088,7.113215104,7.035391678,7.3913578,6.116390284,7.221859666,6.98900087,7.024662372,6.801903557,6.59433362,6.541705971,7.001140355,7.436901771,6.899400251,6.65706551,6.540139437,6.744136882,6.154946875,6.906166757,6.519728234,6.667451555,6.046277711,6.637980078,6.408064179,6.680772867,7.028522738,6.847346152,7.232085187,6.919681637,6.751120533,6.629662023,7.945612392,6.715301374,6.318463636,6.371454681,6.556341042,6.477572398,6.721233373,7.253797917,7.10622738,6.888510504,6.512844252,6.390443443,7.544667477,6.775719672,8.694046258,9.416005788,7.136271775,8.593623797,8.607623618,8.841482861,8.563815564,8.893430894,9.386472133,8.907237974,8.309221667,8.936141197,9.191326062,8.433087179,9.191285501,8.63246271,7.991613792,6.867346691,7.748176396,7.388795783,7.882624377,8.028874589,7.995266976,6.345411341
"ENSG00000111328",8.574746324,9.360905031,9.322513573,9.95834015,9.253042135,9.152285099,7.885459046,7.455215749,8.551890266,8.030029313,9.206981399,8.712606946,9.872124262,11.26060879,8.501770614,10.51135274,9.899344681,8.681420599,8.209505707,9.361744628,10.26062126,8.166843561,10.68710872,9.618018278,9.07361185,9.476277509,10.57948893,8.391688454,9.811907644,9.115969918,9.336168497,10.06704876,9.391037865,10.32087648,9.872688129,8.433407748,10.04919957,8.378225753,9.811541,9.022003403,9.093575685,9.420798986,9.136594996,9.839896789,9.902795009,9.68154973,9.815948892,10.23296178,7.935806338,11.63019534,11.16178202,9.570772572,9.46832681,10.42408102,9.094776803,9.240718813,9.952830714,9.998841906,9.996072609,10.73296121,9.513344234,9.945425981,10.97588991,10.46997167,9.618868302,9.773109682,9.538479375,10.66930634,9.300217085,9.847625753,8.917745507,9.140944387,8.966330256,10.03308755,8.170918918,10.1924718,10.1972123,9.456366448,9.758969941,9.591064226,9.922169437,10.96004905,8.723229192,9.500023342,10.71461016,10.65100096,8.384675865,10.00531287,8.927293821,7.479222877,10.02051859,9.505142237,8.064610345,7.928639424,8.044351236,7.74831391,7.748642629,8.076865704,8.901346147,7.800588315,7.744385129,9.437315863,7.396435112,10.03092302,8.28823611,9.233371876,9.278041316,9.236976538,8.366450384,8.789395448,9.268152091,8.100045443
"ENSG00000105426",7.527756999,7.379076306,7.721594857,6.325453214,7.634188442,6.105101142,7.387969185,6.668194105,7.914526733,8.702520185,8.490043167,6.918257408,7.500503479,6.693157073,7.443102123,7.264745641,6.48988686,6.74908951,7.775902932,6.359466878,6.782988477,6.624776685,7.131424356,6.748895828,6.601631948,6.62479294,6.023372828,6.626196545,5.576055944,5.684082444,6.593373809,6.957338842,5.970601829,6.531927534,5.903176887,6.773614422,6.119941273,6.225206531,6.057977879,6.820049934,6.879902384,6.103149891,6.214690795,6.013448065,6.527086482,6.791063942,6.629183101,5.862977442,6.249600081,8.01993874,7.590787636,5.434249495,5.790027322,5.967493526,6.10355341,6.929959011,6.110737085,5.967238299,5.903994265,5.898008028,6.116977545,7.636652969,5.917432906,5.866102622,6.083006324,5.64215833,6.123110954,6.422051368,6.046679924,5.974585675,6.247347077,6.371941412,6.330537546,6.151135982,9.008356044,5.762305378,5.643141288,5.741257944,5.526091114,7.089700292,5.817884198,8.411762049,6.67187083,5.64782593,6.037556375,5.746070579,7.16204768,6.656512851,8.483625472,7.736324312,6.160830117,8.77066206,7.785395405,6.932263874,7.700869094,7.400131926,8.78344334,7.865647646,8.121845808,8.956999812,7.793492799,7.824294506,7.805565459,8.419732061,7.602674686,6.81866594,7.768686537,7.388795783,7.791157324,8.529110727,7.813257472,6.665700515
"ENSG00000010256",11.44565408,12.37484006,12.04317738,12.71573772,12.04652049,12.4664458,10.31123907,11.45567481,11.25950722,10.89576196,10.79050577,12.14180897,12.47545054,13.33205089,12.56656463,13.20950202,13.08637888,12.80422873,11.44699759,12.7057597,13.02619963,13.59882625,12.46521204,12.80715927,12.62311209,12.7697636,12.97198148,12.07120471,13.14589017,13.05087813,12.41725396,12.65973731,12.47311983,12.90967053,13.05873644,13.05891305,13.08038184,13.64803229,12.94752553,12.40449336,13.13088981,12.74814074,12.82505398,12.86942786,12.21861496,12.95486872,12.7780918,14.02171228,12.38879306,12.96257533,13.08276071,13.42322986,13.65888598,13.42279171,12.5888989,12.26556742,13.12646077,12.67647302,12.93607088,13.04347019,12.82771617,12.63855646,13.08459824,13.25419226,13.12196303,13.42503974,13.11571543,13.2935046,12.60592921,12.91695335,12.32435161,12.32160791,12.24629977,13.06865971,10.51455379,13.31182547,12.86938668,13.08623377,13.41721836,12.68648539,13.26688235,12.7968738,12.34765655,13.42595022,12.69985614,12.76172756,13.14110824,13.73733309,11.48718552,10.10003074,13.1605379,11.72855134,11.26502968,10.41373837,11.08791656,10.11170662,10.09535496,11.05071512,11.63263292,10.33652406,10.14588386,12.29268229,9.914817431,11.64743251,11.63017106,13.03228108,12.80255063,12.88856784,11.98730795,11.42002112,12.39680149,13.38650391
"ENSG00000281195",8.252606724,7.654774016,7.641917551,7.493954839,8.017069011,6.178409995,8.504464957,8.332899242,8.239959353,7.743029534,7.088884095,6.60699124,6.329067042,5.980869593,7.877061928,6.403673751,6.32226716,6.810531619,7.903870057,6.954700792,6.314669292,7.027836806,6.643213912,6.25471033,6.433498034,6.210235416,6.460014328,6.836408893,6.015060309,6.314264922,6.434566329,6.758029906,6.699365763,5.8995821,5.801119223,7.91883276,6.148048206,6.180737054,6.462761057,7.188085703,6.555646346,5.788943771,6.775769516,6.553435046,6.324051966,6.983285149,6.17821846,5.234901474,6.653922119,5.779006669,6.422396666,6.113482825,6.061388454,6.17419012,5.920206806,6.182174288,5.961550473,6.173867205,6.144201885,6.41436987,5.772029534,6.420146086,5.963610756,6.202343272,5.987467556,5.963758452,5.950980685,5.932974528,6.350574124,6.231070756,7.215015885,6.639126078,7.030663494,5.870983805,7.460808378,6.191583512,6.364368194,5.947415423,6.185043678,6.557968808,5.872675054,6.474444736,7.339672205,5.973754189,6.701807159,5.954120179,6.332812962,6.55505153,8.304659065,8.751758061,6.553472761,7.856364553,8.162205642,8.745842646,8.855545998,8.454439101,8.910078461,8.157134539,8.227150758,8.790904585,8.521007813,7.972497802,8.911519443,8.497048773,7.560093878,6.362487791,7.005173989,6.728073831,7.799730421,8.111892062,7.676868702,5.838838036
"ENSG00000223551",9.044232109,9.381541276,10.21584953,10.95136491,10.1433809,10.30186074,8.13674374,9.156267799,8.651612738,8.805660365,9.858919675,10.49359258,10.89442873,10.61895311,9.646097406,10.27149319,9.439980575,9.699627658,8.700680243,9.268793302,10.421104,10.45597646,10.35103871,10.41431963,9.750181863,10.6586664,11.79890003,9.954719082,10.23093759,9.696744587,10.4999195,10.70947286,10.56229912,10.74398604,10.42164643,10.44686335,10.10652051,9.743189512,10.20125446,10.45904206,10.46199979,10.31025581,10.92418604,10.75749487,10.63469961,10.02236863,10.67192053,10.50561976,10.39541503,10.82444699,10.04389883,10.23542714,13.58939527,10.52797168,10.44796803,10.73262501,10.48172229,10.57156449,11.03838418,11.12330516,10.88297731,11.06754559,10.19024215,10.84525477,9.711151756,10.31713744,9.93323413,10.47977932,10.53021928,10.44615411,9.870406523,10.32857839,10.31334225,10.73104339,9.064739028,10.36467991,12.09752667,10.91568624,10.21600345,10.98212985,10.89723935,9.659877761,9.69661604,10.48820186,10.83719776,11.40591159,10.44566958,9.809056496,9.308120748,8.281111077,9.332176699,9.452326671,8.064610345,8.211225426,8.882266362,7.647942913,8.119635644,8.473782997,8.913286641,8.385823486,8.695614959,9.211787797,8.047526797,9.648283741,9.165346754,9.805409464,10.12398584,9.960369044,9.493602019,9.279517644,10.13708893,10.4461809
"ENSG00000164032",11.40038831,11.70281958,11.42177862,12.30881295,12.13382336,11.90601332,10.44941295,11.02268672,10.75348813,9.966831779,10.17032302,11.90037187,12.22021268,12.88978568,11.79711504,12.62468191,12.0514345,12.12529514,10.92999241,12.59900902,11.51617509,12.86456479,12.12958117,12.06914717,12.78504323,12.32966133,13.37453913,11.605444,12.42027066,12.35233247,12.34470849,12.29164261,12.56678808,13.00465649,12.79597153,12.71630376,12.54465087,12.0975836,12.90930323,12.53906823,12.90632417,12.49698155,12.94292872,12.8940082,12.18687562,11.94781799,12.56603046,13.01278645,12.00341422,13.15883648,12.17494492,13.20172303,12.74906122,12.97089172,12.07636003,12.0735567,13.08634428,12.91089236,12.54005198,12.59798804,12.42370188,12.94677184,12.28141878,12.82216031,13.07074038,12.63412918,12.74489976,12.54881017,12.38204675,12.61793723,11.49824636,12.12773999,12.47241274,12.67660468,10.61194292,12.88485189,12.71619172,12.8566305,12.77897751,12.59799108,12.93654281,13.28839488,12.18311398,12.74015541,12.68730548,13.05282337,11.88665646,12.42546232,11.23776822,10.06689127,11.99128959,10.71344036,10.83289323,10.02108455,10.66189223,10.16766545,10.16099238,10.40866064,10.57443169,10.12615205,10.0304784,11.37677242,9.504856776,11.52299565,11.51800141,12.22960054,12.30630885,12.24626279,11.954355,11.07239382,11.67178051,11.98400522
"ENSG00000244617",6.775346214,7.369457973,6.310483057,5.708929709,6.763684839,7.247919669,6.357222673,6.39026972,6.145874801,6.867802539,5.82895889,8.112066303,6.467669352,6.050305581,6.939142109,6.708084486,7.162326519,8.833940979,6.698469856,9.408617217,7.80517835,8.943365812,6.292930632,7.212772094,6.451622323,7.6238057,8.381085516,6.860149528,6.104584274,9.270711235,6.593373809,7.07380159,6.236763782,6.445433988,6.538618667,9.31687883,6.694004371,6.083814696,6.958395908,8.856823248,7.252325373,6.553951462,6.733539745,8.545483303,8.982763791,6.506671221,6.476509371,7.202202098,6.804822569,6.196126954,6.386597067,6.384538953,7.421856267,6.762211713,6.782030577,7.892513892,6.668209803,8.639947188,7.145452234,8.139347614,6.945015193,9.00893005,6.49626614,6.845314886,7.514589343,6.723873616,7.391276527,5.980160416,8.678448724,7.876915781,7.186046109,7.44909672,7.204734091,6.428464491,7.272654571,6.389712465,7.988053758,6.170591362,6.26458885,6.63261485,7.701353078,6.514406798,7.657337426,7.59237911,10.29597359,6.488265621,7.16204768,7.120219395,6.540225967,6.666275393,6.323374902,6.565757371,6.567554772,5.932901755,6.784614977,6.21707504,6.025685041,6.361399225,6.394584441,5.234901474,6.814944528,6.639082779,6.706832742,6.503850201,6.426242443,7.319969961,6.739028044,7.028599122,6.658621156,6.216110793,6.741607574,6.934449489
"ENSG00000272831",7.681661093,6.625273313,6.538167285,5.234901474,6.817106797,5.423120424,8.046314944,7.2581211,7.740895869,7.688727775,8.14988645,5.234901474,7.05306761,5.509918458,7.235033676,5.47482434,5.504520592,5.710534566,7.634625097,5.234901474,5.234901474,6.449472184,5.815272436,5.234901474,5.45620362,5.50504302,5.795859249,5.234901474,5.234901474,5.553159113,5.538262187,5.49159737,5.662706515,5.234901474,5.489419883,5.698447874,5.234901474,5.663925563,5.234901474,5.690714897,5.234901474,5.513196397,5.625441152,5.497216002,5.752092188,5.514470909,5.460993945,5.234901474,5.234901474,5.234901474,5.539660178,5.579636387,5.576150197,5.536654255,5.479185963,5.501991061,5.234901474,5.448391151,5.234901474,5.487421731,5.234901474,5.234901474,5.602149349,5.234901474,5.234901474,5.587887351,5.475772439,5.610625235,5.234901474,5.234901474,5.481618516,5.602845661,5.572473565,5.536637915,8.364814244,5.234901474,5.471122034,5.489052456,5.234901474,5.451302187,5.49703603,5.782852993,5.234901474,5.234901474,5.479750429,5.234901474,5.589636165,5.54512962,6.853365652,7.660700965,5.578026327,7.663431077,7.433480481,7.829740742,6.930768697,7.439618135,7.04904093,7.412216975,7.406361578,7.80732004,7.407260529,6.949754627,7.413437587,7.079339545,6.840030028,5.543402792,7.31230732,6.822110504,6.658621156,7.402442896,6.719784012,5.838838036
"ENSG00000230562",7.616737601,7.566311405,6.766446191,6.805641768,7.00928678,5.764661366,8.051311661,7.399158771,7.563880706,6.634297787,6.069295376,6.021384114,6.290979998,5.509918458,7.325828175,5.948211882,6.076758235,6.578771227,7.258161311,6.359466878,5.739403034,7.536154523,6.204201429,6.228549351,6.080677697,5.835492908,6.668685205,6.052422021,5.432172614,5.783939094,6.082283292,5.746289279,6.207949962,5.637961244,5.67460834,6.03110263,5.56245973,7.757401624,5.606972789,5.996471708,5.789695451,5.627864511,6.493810318,5.688005146,6.092295143,6.295330684,6.152513077,5.234901474,5.959637846,5.779006669,5.974662599,5.679253429,5.576150197,5.536654255,5.876684936,6.21663525,5.613037098,5.834957913,5.646915855,5.487421731,5.615798537,5.896680816,5.602149349,5.435937923,5.672657434,5.689854343,5.57515114,5.694423811,5.707671165,5.740351057,5.726554471,6.296897253,6.399264019,5.604117143,7.051943856,5.762305378,5.705777665,5.489052456,5.737566817,5.451302187,5.49703603,5.956589775,5.908080269,5.739776361,5.657983778,5.824136991,9.238040147,5.900445468,7.818489025,8.178281736,5.976303266,7.500290834,7.492560704,7.624523982,7.616021323,8.316779422,8.086231998,8.082973168,7.415163956,7.62042149,8.638084246,7.907108661,8.661913887,7.781606699,7.143306422,7.560745648,7.461324231,7.498255952,6.816922707,7.004021398,6.939648922,7.684360395
"ENSG00000164916",11.62008065,10.72113444,10.5485758,9.827454083,10.99016202,9.211523414,11.52961747,11.08182454,11.50987332,11.88502833,11.53445509,10.17330862,9.935755563,9.223925609,10.7229347,9.662771423,9.827736101,10.04010394,11.26761041,9.872969122,9.655139579,10.04975162,9.561385231,9.745192475,9.50897976,9.609741374,9.243860054,9.542561549,8.975508261,8.881427009,9.96300627,9.926835489,9.782904783,9.354249832,9.567072462,8.717490665,9.537434076,10.08637653,9.554998403,9.443986014,9.297701523,9.15588765,9.481191518,9.121924847,9.632249735,10.01644515,9.673934516,8.250288586,9.3916069,9.339127663,9.517442396,9.345858756,9.519292451,9.318736562,9.484249584,10.19604929,9.494311099,8.78319878,9.342829444,9.01653377,9.115331754,9.281407523,9.535214027,9.454751688,8.946773278,9.463894443,8.644046228,9.138043308,9.544331589,9.587378492,9.655737943,10.077444,10.20348478,9.189223758,11.47765695,9.644999754,8.919499515,9.424646618,8.951299591,9.731949763,9.331132623,9.970222208,9.16136739,8.986916186,8.249963754,8.897299407,10.3627892,9.258707065,11.38242373,12.23225231,9.635413481,11.01828329,11.18179387,11.44451821,11.47615598,11.40149794,11.7136938,11.25852149,11.19699031,11.40404791,11.69033534,11.0700542,11.75390609,11.32699196,10.84180496,10.11110715,10.57055185,10.35167727,10.74353499,10.88722718,10.94659166,10.03147498
"ENSG00000250966",6.628241039,7.646968802,7.057066203,8.443554405,7.265027081,7.160603325,5.944128141,6.518663941,6.749381431,5.234901474,5.234901474,7.337742881,7.875316136,7.689250283,7.196827406,8.056598618,8.381831231,8.056263903,6.891874486,8.733768017,8.187009342,9.929107097,7.608197155,8.03872278,7.641062214,7.618770029,9.643855285,6.779041179,7.770335335,8.275886769,7.694758473,7.956005044,7.412786964,8.401432557,7.694413815,8.119183189,7.528366187,8.670024218,8.064665878,8.071716626,9.011475311,7.455064361,8.157483564,8.727993368,8.393303947,8.107839997,7.854077589,8.093536211,7.336739724,8.246593745,7.797218017,7.976631854,7.696862665,8.447241252,7.163382719,7.30613435,7.814631535,8.273759766,8.449441619,8.781091794,7.953108145,9.122825723,7.943714029,7.947309448,7.924872203,7.988723644,7.994003395,7.792829762,7.951221693,7.976196359,7.150380521,7.390964613,7.710029246,7.894784903,5.234901474,7.890425953,8.870123755,7.835809663,7.742573376,7.869975594,9.060517224,7.446239454,7.258562386,7.668620498,8.489881662,8.072000934,8.333742014,8.113992706,7.409993152,5.746593113,7.529995124,7.419781799,6.567554772,5.974363416,6.641317466,5.618362874,5.895358591,6.489679601,6.917064508,5.471270379,5.895498273,7.975687174,5.463725616,7.570077169,6.840030028,8.27272825,8.010600611,8.118849694,6.615235046,6.822436526,7.132958896,8.58750728
"ENSG00000142634",13.52705633,14.01369807,14.36606662,14.52648612,13.51904391,14.65942045,12.76623089,14.10877447,13.73369649,13.03375818,12.84304192,14.52213764,14.31486175,15.10695458,14.05934622,14.76285669,15.15569873,15.41596274,13.35767967,15.22307869,15.13396998,16.29574607,14.64754028,14.93878218,14.55803713,15.18599713,15.73294712,14.63341365,15.35538175,14.89437369,14.51021934,14.84591664,14.22972539,14.13287698,14.81740668,15.54216916,14.87297297,14.30334154,14.68185869,15.29847428,14.95571968,14.72438755,14.21347885,15.45142821,15.28794046,14.55989538,14.71317054,15.0923241,14.20940345,14.63437754,15.03401145,14.72454386,15.29649805,15.13074727,14.72248485,15.21723805,14.85406365,14.99049937,14.99347496,15.54066809,14.89085281,15.60946748,15.04610858,15.24541206,14.64252841,15.37439364,14.66391437,14.94383145,14.96922921,15.34061873,14.83667454,15.03267084,14.47738118,15.13424317,12.94807695,15.26454831,15.72731028,14.19261339,14.37469522,14.79626161,15.61423724,11.08310483,14.3711857,14.86602889,14.57930731,14.44501233,13.77071198,14.8591223,12.92560714,12.36936225,14.25913067,13.71839921,12.7572946,12.92103622,13.14797592,12.87684097,12.23550129,13.14149518,13.84653922,12.39876143,12.52578262,14.70097726,12.70762656,12.96913373,13.5599152,14.58393021,14.21779974,14.37379774,13.83927127,13.42138028,14.41341109,14.40389175
"ENSG00000177169",10.54162298,10.59071097,9.997083722,9.850112506,9.951554495,9.938836516,11.81852506,10.78816558,11.3063727,11.55115971,10.57457546,9.300543219,10.21355993,9.903575942,11.04955452,9.492983404,9.207808989,10.25793343,11.06669188,9.618013931,9.020140422,12.55079841,9.18276885,9.7863268,9.205860641,9.70228097,11.62938842,8.626430187,9.342713192,10.36224905,9.190517575,9.588280567,9.154426627,9.474974888,9.788780574,10.49865008,9.344807211,11.26840122,9.588503813,10.41496137,11.08104826,9.660727904,9.77495174,10.50687659,9.583295134,10.15946765,9.247292268,9.008040406,8.424464507,9.752989871,9.71029451,9.638974131,10.09208522,9.727020918,9.002937383,9.53898004,9.717416161,10.78665458,10.03349468,10.228322,9.676207691,9.879610151,9.461616106,9.613292123,10.0352637,10.09581907,10.00747618,10.16462342,9.721104885,9.728036618,9.01847554,9.256282172,9.385156472,9.673730115,12.19528055,9.848201167,10.57974123,9.515462528,9.543253479,9.892869418,10.13091355,9.361990666,8.833735572,9.962844701,9.806932005,9.793521665,12.17209636,9.382671705,11.00277568,11.31774894,9.379456385,11.40954252,12.46577072,11.93114792,10.91150772,12.01771386,11.42007949,12.09985137,10.93115307,11.40620416,11.60204558,11.23008484,11.35167984,10.76265191,10.13126884,10.5377883,11.5072044,11.11226563,10.16886532,10.42176694,10.27280473,10.94124869
